CG_ID,label,description
16912,RO,Read Only
16913,MD,Not Specified
16914,RN,Not Specified
16915,RN,RN
16916,RN,Not Specified
16917,RO,Read Only
16918,Stud,Not Specified
16919,RO,Read Only
16920,RO,Read Only
16921,MDs,Not Specified
16922,MD,Not Specified
16923,RNC,Not Specified
16924,RRT,Respiratory
16925,RO,Read Only
16926,RN,RN
16927,Rph,Pharmacist
16928,RNC,Not Specified
16929,MD,Read Only
16930,RO,Read Only
16931,CoOpst,Read Only
16932,MDs,Not Specified
16933,RO,Read Only
16934,RN,RN
16935,RO,Read Only
16936,MD,Not Specified
16937,MD,Not Specified
16938,MedSt.,Not Specified
16939,RN,RN
16940,RO,Read Only
16941,RRT,Not Specified
16942,PT,Not Specified
16943,Res,Resident/Fellow/PA/NP
16944,Res,Resident/Fellow/PA/NP
16945,RRT,Respiratory
16946,RN,Read Only
16947,MDs,Resident/Fellow/PA/NP
16948,RN,RN
16949,RN,Not Specified
16950,RN,Not Specified
16951,RN,Respiratory
16952,RO,Read Only
16953,UCO,UCO
16954,RRT,Not Specified
16955,RO,Read Only
16956,MS,Not Specified
16957,RN,RN
16958,STD,Not Specified
16959,MD,Not Specified
16960,RN,RN
16961,MD,Resident/Fellow/PA/NP
16962,MD,Not Specified
16963,RO,Read Only
16964,RN,RN
16965,Co-Wor,PCT/NA
16966,RO,Read Only
16967,RO,Read Only
16968,RO,Read Only
16969,MS,Not Specified
16970,MD,Not Specified
16971,PT,Not Specified
16973,MD,Read Only
16974,MD,Resident/Fellow/PA/NP
16975,RRT,Not Specified
16976,MD,Not Specified
16977,MD,Resident/Fellow/PA/NP
16978,RN,RN
16979,RO,Read Only
16980,MD,Resident/Fellow/PA/NP
16981,MSIV,Not Specified
16982,MD,Not Specified
16983,MD,Read Only
16984,MD,Not Specified
16985,RRT,Respiratory
16986,MD,Not Specified
16987,PhStud,Not Specified
16988,MD,Read Only
16989,RO,Read Only
16990,RO,Read Only
16991,MD,Not Specified
16992,RO,Read Only
16993,MD,Not Specified
16994,RO,Read Only
16995,MDs,Resident/Fellow/PA/NP
16996,RO,Read Only
16997,RO,Read Only
16998,RO,Read Only
16999,RO,Read Only
17000,MD,Not Specified
17001,RN,Not Specified
17002,RN,Not Specified
17003,MS,Not Specified
17004,MD,Not Specified
17005,RN,RN
17006,MD,Not Specified
17007,RO,Read Only
17008,MD,Not Specified
17009,RN,Not Specified
17010,RN,RN
17011,RO,Read Only
17012,RO,Read Only
17013,RN,RN
17014,PCT,PCT/NA
17015,RN,Not Specified
17016,RO,Read Only
17017,RO,Read Only
17018,RT,Respiratory
17019,RO,Read Only
17020,RO,Read Only
17021,RO,Read Only
17022,MD,Not Specified
17023,RN,Not Specified
17024,RO,Read Only
17025,CRS,Read Only
17026,PhaD,Not Specified
17027,RO,Read Only
17028,RO,Read Only
17029,Md,Read Only
17030,MDs,Resident/Fellow/PA/NP
17031,MDs,Not Specified
17032,RO,Read Only
17033,MD,Read Only
17034,IMD,IMD
17035,RO,Read Only
17036,RO,Read Only
17037,MD,Not Specified
17038,MD,Resident/Fellow/PA/NP
17039,MD,Not Specified
17040,SRT,Not Specified
17041,Res,Resident/Fellow/PA/NP
17042,MDs,Resident/Fellow/PA/NP
17043,MD,Not Specified
17044,MD,Resident/Fellow/PA/NP
17045,RO,Read Only
17046,RO,Read Only
17047,MD,Not Specified
17048,RN,RN
17049,RO,Read Only
17050,RRT,Not Specified
17051,MD,Not Specified
17052,ISOPS,Administrator
17053,RN,RN
17054,MD,Resident/Fellow/PA/NP
17055,Res,Not Specified
17056,MD,Not Specified
17057,MD,Read Only
17058,RN,RN
17059,MD,Not Specified
17060,DietIn,Not Specified
17061,RO,Read Only
17062,RN,RN
17063,RN,RN
17064,RO,Read Only
17065,RO,Read Only
17066,PCA,Read Only
17067,RO,Read Only
17068,RN,Not Specified
17069,RO,Read Only
17070,RN,Pharmacist
17071,RO,Read Only
17072,MD,Not Specified
17073,RO,Read Only
17074,MD,Resident/Fellow/PA/NP
17075,D,Not Specified
17076,RO,Read Only
17077,RO,Read Only
17078,RO,Read Only
17079,RN,Not Specified
17080,RO,Read Only
17081,UCO,Read Only
17082,RN,Not Specified
17083,MD,Not Specified
17084,RN,Not Specified
17085,MD,Not Specified
17086,MD,Not Specified
17087,RN,Not Specified
17088,RN,RN
17089,MD,Not Specified
17090,MD,Not Specified
17091,SN,Not Specified
17092,PA,Resident/Fellow/PA/NP
17093,RO,Read Only
17094,RN,Not Specified
17095,RN,Not Specified
17096,RO,Read Only
17097,RN,RN
17098,MDs,Resident/Fellow/PA/NP
17099,RO,Read Only
17100,RO,Read Only
17101,RN,Not Specified
17102,RN,Not Specified
17103,RRT,Not Specified
17104,RO,Read Only
17105,RO,Read Only
17106,MD,Not Specified
17107,RO,Read Only
17108,MD,Not Specified
17109,MD,Read Only
17110,MD,Not Specified
17111,Not Specified,Not Specified
17112,MD,Not Specified
17113,PT,Not Specified
17114,RN,RN
17115,Not Specified,Not Specified
17116,RO,Read Only
17117,RO,Read Only
17118,MDs,Resident/Fellow/PA/NP
17119,RO,Read Only
17120,RO,Read Only
17121,RN,Not Specified
17122,RN,RN
17123,CoWker,Not Specified
17124,MDs,Resident/Fellow/PA/NP
17125,RN,Not Specified
17126,RO,Read Only
17127,CCP,Not Specified
17128,RN,Not Specified
17129,RO,Read Only
17130,RN,RN
17131,MDs,Read Only
17132,RO,Read Only
17133,RO,Read Only
17134,RO,Read Only
17135,MD,Not Specified
17136,RN,RN
17137,RO,Read Only
17138,RN,Not Specified
17139,RRT,Resident/Fellow/PA/NP
17140,CoRN,RN
17141,RO,Read Only
17142,MD,Not Specified
17143,RO,Read Only
17144,CoWkr,Not Specified
17145,RO,Read Only
17146,DI,Dietitian
17147,RN,Read Only
17148,RO,Read Only
17149,DI,Not Specified
17150,MD,Not Specified
17151,RO,Read Only
17152,ReAssi,Not Specified
17153,MD,Not Specified
17154,MD,Not Specified
17155,RN,RN
17156,RD,Dietitian
17157,MD,Not Specified
17158,MS,Not Specified
17159,LICSW,Not Specified
17160,RO,Read Only
17161,MD,Not Specified
17162,MD,Not Specified
17163,MD,Not Specified
17164,MDs,Resident/Fellow/PA/NP
17165,RO,Read Only
17166,UA,UCO
17167,MS,Not Specified
17168,RO,Read Only
17169,RRT,Respiratory
17170,MD,Not Specified
17171,RRT,Not Specified
17172,Res,Resident/Fellow/PA/NP
17173,RO,Read Only
17174,MD,Not Specified
17175,MD,Resident/Fellow/PA/NP
17176,Res,Resident/Fellow/PA/NP
17177,CoOpSt,PCT/NA
17178,RO,Read Only
17179,MD,Not Specified
17180,RO,Read Only
17181,RO,Read Only
17182,RO,Read Only
17183,RN,RN
17184,MDs,Not Specified
17185,MD,Resident/Fellow/PA/NP
17186,RO,Read Only
17187,PCT,PCT/NA
17188,STD,Not Specified
17189,RN,Not Specified
17190,RN,RN
17191,RO,Read Only
17192,MD,Resident/Fellow/PA/NP
17193,RN,Not Specified
17194,RN,Not Specified
17195,Res,Resident/Fellow/PA/NP
17196,RN,Not Specified
17197,RO,Read Only
17198,Res,Resident/Fellow/PA/NP
17199,RRT,Read Only
17200,RO,Read Only
17201,STD,Read Only
17202,RO,Read Only
17203,RO,Read Only
17204,SRN,Not Specified
17205,RO,Read Only
17206,RN,Not Specified
17207,DPM,Not Specified
17208,RO,Read Only
17209,Res,Resident/Fellow/PA/NP
17210,RN,RN
17211,RO,Read Only
17212,Res,Resident/Fellow/PA/NP
17213,MD,Not Specified
17214,Res,Resident/Fellow/PA/NP
17215,RN,Not Specified
17216,RN,Not Specified
17217,RN,Not Specified
17218,RN,Not Specified
17219,RN,RN
17220,RO,Read Only
17221,DietIn,Not Specified
17222,RN,RN
17223,MD,Read Only
17224,SRT,Respiratory
17225,RD,Dietitian
17226,Res,Resident/Fellow/PA/NP
17227,RN,RN
17228,Rehab,Rehabilitation
17229,RO,Read Only
17230,PCA,Not Specified
17231,RO,Read Only
17232,RO,Read Only
17233,RO,Read Only
17234,Res,Resident/Fellow/PA/NP
17235,ISSupp,Not Specified
17236,MD,Not Specified
17237,Res,Resident/Fellow/PA/NP
17238,RO,Read Only
17239,MDs,Resident/Fellow/PA/NP
17240,RN,Not Specified
17241,CoWker,Not Specified
17242,RO,Read Only
17243,PT,Rehabilitation
17244,RO,Read Only
17245,RO,Read Only
17246,RN,Not Specified
17247,RD,Not Specified
17248,RN,RN
17249,RN,RN
17250,RN,RN
17251,RN,RN
17252,MD,Not Specified
17253,Studen,Not Specified
17254,SN,Not Specified
17255,RN,Not Specified
17256,RO,Read Only
17257,RO,Read Only
17258,RO,Read Only
17259,RN,Not Specified
17260,MD,Not Specified
17261,RO,Read Only
17262,MD,Not Specified
17263,RO,Read Only
17264,RN,Not Specified
17265,RO,Read Only
17266,MD,Not Specified
17267,RN,Not Specified
17268,MD,Not Specified
17269,RN,Not Specified
17270,RN,RN
17271,MD,Not Specified
17272,RO,Read Only
17273,RTS,Not Specified
17274,RRT,Not Specified
17275,RRT,Not Specified
17276,MS,Not Specified
17277,RRT,Respiratory
17278,Res,Not Specified
17279,MD,Resident/Fellow/PA/NP
17280,MDs,Resident/Fellow/PA/NP
17281,1390,Resident/Fellow/PA/NP
17282,Res,Resident/Fellow/PA/NP
17283,MD,Not Specified
17284,RO,Read Only
17285,RO,Read Only
17286,RN,RN
17287,MD,Read Only
17288,MD,Not Specified
17289,RPh,Not Specified
17290,RO,Read Only
17291,RO,Read Only
17292,MD,Resident/Fellow/PA/NP
17293,MD,Not Specified
17294,St,Not Specified
17295,RN,RN
17296,MD,Not Specified
17297,MD,Not Specified
17298,MD,Not Specified
17299,MD,Read Only
17300,Res,Resident/Fellow/PA/NP
17301,MD,Not Specified
17302,MDs,Resident/Fellow/PA/NP
17303,RO,Read Only
17304,RO,Read Only
17305,RO,Read Only
17306,RN,Not Specified
17307,MD,Not Specified
17308,RO,Read Only
17309,MS,Read Only
17310,MD,Not Specified
17311,RO,Read Only
17312,NP,Read Only
17313,MD,Not Specified
17314,MedStu,Not Specified
17315,MD,Not Specified
17316,PhaStu,Not Specified
17317,MD,Resident/Fellow/PA/NP
17318,MD,Read Only
17319,Std,Resident/Fellow/PA/NP
17320,MD,Not Specified
17321,MD,Not Specified
17322,MD,Resident/Fellow/PA/NP
17323,MD,Not Specified
17324,MD,Not Specified
17325,RO,Read Only
17326,PA,Not Specified
17327,RO,Read Only
17328,RO,Read Only
17329,MD,Not Specified
17330,MD,Not Specified
17331,MDs,Resident/Fellow/PA/NP
17332,CPhT,Not Specified
17333,RO,Read Only
17334,MD,Not Specified
17335,MD,Not Specified
17336,MD,Not Specified
17337,ISSupp,Not Specified
17338,MD,Attending
17339,RN,RN
17340,RT,Respiratory
17341,Res,Resident/Fellow/PA/NP
17342,Res,Resident/Fellow/PA/NP
17343,Res,Resident/Fellow/PA/NP
17344,RO,Read Only
17345,Res,Not Specified
17346,RN,RN
17347,RO,Read Only
17348,RO,Read Only
17349,RO,Read Only
17350,RO,Read Only
17351,di,Dietitian
17352,SW,Social Worker
17353,MD,Resident/Fellow/PA/NP
17354,RO,Read Only
17355,MD,Resident/Fellow/PA/NP
17356,MD,Not Specified
17357,RO,Read Only
17358,MD,Not Specified
17359,RO,Read Only
17360,MD,Not Specified
17361,MDs,Not Specified
17362,RO,Read Only
17363,RO,Read Only
17364,RO,Read Only
17365,MD,Not Specified
17366,MD,Not Specified
17367,MD,Not Specified
17368,RPh,Read Only
17369,MD,Not Specified
17370,MedStu,Resident/Fellow/PA/NP
17371,MD,Not Specified
17372,MedRes,Resident/Fellow/PA/NP
17373,MD,Attending
17374,Res,Resident/Fellow/PA/NP
17375,UCO,UCO
17376,Res,Resident/Fellow/PA/NP
17377,Res,Resident/Fellow/PA/NP
17378,RO,Read Only
17379,MD,Not Specified
17380,MedSt,Not Specified
17381,RO,Read Only
17382,RO,Read Only
17383,MD,Resident/Fellow/PA/NP
17384,MDs,Resident/Fellow/PA/NP
17385,MDs,Resident/Fellow/PA/NP
17386,MD,Not Specified
17387,MD,Resident/Fellow/PA/NP
17388,RO,Read Only
17389,RO,Read Only
17390,ms,Not Specified
17391,CoWork,PCT/NA
17392,MD,Not Specified
17393,MD,Not Specified
17394,MDs,Read Only
17395,RPH,Pharmacist
17396,SRN,Not Specified
17397,RN,RN
17398,RRT,Not Specified
17399,RN,Read Only
17400,MD,Not Specified
17401,RO,Read Only
17402,Res,Resident/Fellow/PA/NP
17403,RO,Read Only
17404,MD,Not Specified
17405,MD,Not Specified
17406,Res,Resident/Fellow/PA/NP
17407,MD,Attending
17408,RO,Read Only
17409,PCT,PCT/NA
17410,RO,Read Only
17411,RO,Read Only
17412,RO,Read Only
17413,RO,Read Only
17414,MD,Not Specified
17415,RO,Read Only
17416,RO,Read Only
17417,RO,Read Only
17418,ms,Resident/Fellow/PA/NP
17419,MD,Attending
17420,PCT,Not Specified
17421,MD,Attending
17422,Res,Resident/Fellow/PA/NP
17423,MD,Not Specified
17424,RO,Read Only
17425,MD,Not Specified
17426,Res,Resident/Fellow/PA/NP
17427,MD,Not Specified
17428,MDs,Not Specified
17429,RO,Read Only
17430,RO,Read Only
17431,RO,Read Only
17432,MDs,Not Specified
17433,MD,Not Specified
17434,RO,Read Only
17435,RN,RN
17436,MD,Read Only
17437,SW,Social Worker
17438,NsgSt,Not Specified
17439,RN,Not Specified
17440,RN,RN
17441,NP,Not Specified
17442,MD,Attending
17443,RRT,Respiratory
17444,MS,Read Only
17445,RO,Read Only
17446,RN,RN
17447,Res,Resident/Fellow/PA/NP
17448,MD,Not Specified
17449,RO,Read Only
17450,MD,Attending
17451,STD,Not Specified
17452,UA,Not Specified
17453,RN,Resident/Fellow/PA/NP
17454,RN,Not Specified
17455,RO,Read Only
17456,RO,Read Only
17457,RN,RN
17458,RN,Not Specified
17459,Dr,Not Specified
17460,MD,Not Specified
17461,RN,RN
17462,RO,Read Only
17463,RO,Read Only
17464,RN,RN
17465,MD,Not Specified
17466,RO,Read Only
17467,MD,Not Specified
17468,RO,Read Only
17469,RO,Read Only
17470,RO,Read Only
17471,RO,Read Only
17472,RN,Not Specified
17473,UCO,UCO
17474,RN,RN
17475,Res,Resident/Fellow/PA/NP
17476,RN,RN
17477,RRT,Not Specified
17478,RN,RN
17479,RRT,Respiratory
17480,RN,RN
17481,RO,Read Only
17482,RN,Not Specified
17483,RO,Read Only
17484,RO,Read Only
17485,RN,RN
17486,Not Specified,Not Specified
17487,RRT,Not Specified
17488,MD,Not Specified
17489,MD,Not Specified
17490,RO,Read Only
17491,RO,Read Only
17492,MD,Not Specified
17493,RTSt,Not Specified
17494,RO,Read Only
17495,RN,Not Specified
17496,RN,Not Specified
17497,RO,Read Only
17498,MD,Not Specified
17499,RN,Not Specified
17500,RO,Read Only
17501,RO,Read Only
17502,RO,Read Only
17503,Res,Not Specified
17504,MD,Not Specified
17505,Coord,Not Specified
17506,RO,Read Only
17507,PT,Rehabilitation
17508,RN,Not Specified
17509,MD,Not Specified
17510,MD,Not Specified
17511,RN,Not Specified
17512,RN,Not Specified
17513,RO,Read Only
17514,Res,Resident/Fellow/PA/NP
17515,RO,Read Only
17516,MD,Resident/Fellow/PA/NP
17517,RN,Not Specified
17518,RO,Read Only
17519,PCT,Not Specified
17520,RN,Case Manager
17521,DI,Not Specified
17522,Res,Resident/Fellow/PA/NP
17523,RO,Read Only
17524,DR,Not Specified
17525,RN,RN
17526,STD,Not Specified
17527,MD,Resident/Fellow/PA/NP
17528,STD,Not Specified
17529,MD,Not Specified
17530,MD,Not Specified
17531,RES,Read Only
17532,RO,Read Only
17533,RO,Read Only
17534,RO,Read Only
17535,RPh,Not Specified
17536,MS,Resident/Fellow/PA/NP
17537,RO,Read Only
17538,Res,Resident/Fellow/PA/NP
17539,RO,Read Only
17540,RO,Read Only
17541,Res,Resident/Fellow/PA/NP
17542,Res,Resident/Fellow/PA/NP
17543,MD,Not Specified
17544,MD,Not Specified
17545,RO,Read Only
17546,NuStud,Not Specified
17547,MD,Not Specified
17548,Res,Resident/Fellow/PA/NP
17549,RO,Read Only
17550,Res,Resident/Fellow/PA/NP
17551,Res,Resident/Fellow/PA/NP
17552,MD,Not Specified
17553,Res,Resident/Fellow/PA/NP
17554,Co-Ord,UCO
17555,RO,Read Only
17556,RO,Read Only
17557,Res,Resident/Fellow/PA/NP
17558,SN,Not Specified
17559,Res,Resident/Fellow/PA/NP
17560,SW,Social Worker
17561,Res,Resident/Fellow/PA/NP
17562,Res,Resident/Fellow/PA/NP
17563,RPH,Pharmacist
17564,RO,Read Only
17565,Res,Resident/Fellow/PA/NP
17566,RO,Read Only
17567,Res,Resident/Fellow/PA/NP
17568,Res,Resident/Fellow/PA/NP
17569,Res,Resident/Fellow/PA/NP
17570,Res,Resident/Fellow/PA/NP
17571,RN,Not Specified
17572,RO,Read Only
17573,RRTs,Not Specified
17574,RN,RN
17575,PCA,Read Only
17576,RN,RN
17577,Res,Resident/Fellow/PA/NP
17578,RN,RN
17579,RO,Read Only
17580,RO,Read Only
17581,RN,Not Specified
17582,RN,RN
17583,SRN,Not Specified
17584,RN,Not Specified
17585,RN,Not Specified
17586,MD,Not Specified
17587,RN,Not Specified
17588,RN,Not Specified
17589,MD,Not Specified
17590,RN,RN
17591,RN,Not Specified
17592,SNP,Not Specified
17593,MD,Not Specified
17594,RN,Not Specified
17595,RPh,Not Specified
17596,RN,Not Specified
17597,RN,Not Specified
17598,UCO,Not Specified
17599,RPH,Read Only
17600,Rn,RN
17601,RO,Read Only
17602,MDs,Resident/Fellow/PA/NP
17603,RN,Not Specified
17604,RN,Read Only
17605,RO,Read Only
17606,Res,Resident/Fellow/PA/NP
17607,Studen,Not Specified
17608,MD,Not Specified
17609,RN,RN
17610,MD,Not Specified
17611,Coop S,Not Specified
17612,MD,Not Specified
17613,RN,RN
17614,Res,Resident/Fellow/PA/NP
17615,RN,Not Specified
17616,RN,RN
17617,RO,Read Only
17618,MD,Not Specified
17619,Res,Resident/Fellow/PA/NP
17620,RO,Read Only
17621,CRT,Not Specified
17622,RN,Not Specified
17623,PCA,Not Specified
17624,RN,Not Specified
17625,PCT,Not Specified
17626,RO,Read Only
17627,RO,Read Only
17628,RN,Not Specified
17629,Studen,Not Specified
17630,RO,Read Only
17631,RO,Read Only
17632,RO,Read Only
17633,Res,Read Only
17634,StNuIV,Not Specified
17635,SN,Not Specified
17636,RO,Read Only
17637,RO,Read Only
17638,RO,Read Only
17639,MD,Not Specified
17640,MDs,Resident/Fellow/PA/NP
17641,MD,Not Specified
17642,Not Specified,Not Specified
17643,RO,Read Only
17644,RO,Read Only
17645,RO,Read Only
17646,MD,Not Specified
17647,RO,Read Only
17648,PCT,Not Specified
17649,RN,Not Specified
17650,MDs,Resident/Fellow/PA/NP
17651,RO,Read Only
17652,DI,Dietitian
17653,RO,Read Only
17654,MDs,Resident/Fellow/PA/NP
17655,RO,Read Only
17656,RN,Not Specified
17657,MD,Not Specified
17658,RN,Not Specified
17659,NPS,Not Specified
17660,RO,Read Only
17661,RN,RN
17662,RT Stu,Not Specified
17663,Admin,Not Specified
17664,UA,UCO
17665,LICSW,Not Specified
17666,MD,Not Specified
17667,RO,Read Only
17668,RO,Read Only
17669,RRT,Not Specified
17670,RN,Not Specified
17671,RNC,Not Specified
17672,RN,Not Specified
17673,RO,Read Only
17674,RN,Not Specified
17675,RN,Not Specified
17676,DirHCQ,Read Only
17677,RN,Not Specified
17678,RN,Not Specified
17679,RN,Read Only
17680,RN,Not Specified
17681,RN,Read Only
17682,RO,Read Only
17683,MD,Not Specified
17684,MedStu,Not Specified
17685,MedSt,Not Specified
17686,RO,Read Only
17687,RO,Read Only
17688,MD,Not Specified
17689,RN,Not Specified
17690,RN,Not Specified
17691,Res,Resident/Fellow/PA/NP
17692,RO,Read Only
17693,RN,RN
17694,MD,Resident/Fellow/PA/NP
17695,RO,Read Only
17696,RO,Read Only
17697,RO,Read Only
17698,RRT,Respiratory
17699,RN,RN
17700,RN,Not Specified
17701,RN,Not Specified
17702,RPh,Not Specified
17703,RPh,Not Specified
17704,RN,Not Specified
17705,RN,RN
17706,RN,Not Specified
17707,RN,Not Specified
17708,RO,Read Only
17709,RD,Dietitian
17710,RO,Read Only
17711,RO,Read Only
17712,SNP,Not Specified
17713,MSIV,Not Specified
17714,std,Not Specified
17715,RPh,Not Specified
17716,RO,Read Only
17717,RPH,Pharmacist
17718,Res,Resident/Fellow/PA/NP
17719,MD,Attending
17720,Res,Resident/Fellow/PA/NP
17721,RO,Read Only
17722,RO,Read Only
17723,Res,Resident/Fellow/PA/NP
17724,MD,Not Specified
17725,MD,Not Specified
17726,RO,Read Only
17727,RO,Read Only
17728,Res,Resident/Fellow/PA/NP
17729,MD,Not Specified
17730,Rehab,Rehabilitation
17731,Res,Resident/Fellow/PA/NP
17732,Res,Resident/Fellow/PA/NP
17733,Res,Resident/Fellow/PA/NP
17734,PhaStu,Not Specified
17735,RN,RN
17736,RN,Read Only
17737,RPh,Pharmacist
17738,RRT,Respiratory
17739,RN,Not Specified
17740,SW,Social Worker
17741,RN,RN
17742,RO,Read Only
17743,RO,Read Only
17744,RT,Respiratory
17745,RN,RN
17746,RN,Not Specified
17747,RTS,Not Specified
17748,RN,Not Specified
17749,RO,Read Only
17750,RN,RN
17751,Res,Resident/Fellow/PA/NP
17752,Res,Resident/Fellow/PA/NP
17753,RO,Read Only
17754,MD,Not Specified
17755,RO,Read Only
17756,RN,Read Only
17757,PCT,PCT/NA
17758,DI,Not Specified
17759,Res,Resident/Fellow/PA/NP
17760,RN,RN
17761,MDs,Resident/Fellow/PA/NP
17762,Res,Resident/Fellow/PA/NP
17763,PT,Not Specified
17764,PCA,Not Specified
17765,LICSW,Not Specified
17766,MD,Not Specified
17767,RN,Not Specified
17768,MS,Not Specified
17769,RN,Not Specified
17770,RN,RN
17771,PCS,Not Specified
17772,RN,Not Specified
17773,PCA,Not Specified
17774,RN,Not Specified
17775,RN,Not Specified
17776,PCA,Not Specified
17777,RPh,Not Specified
17778,UCO,UCO
17779,DI,Dietitian
17780,RO,Read Only
17781,Rehab,Rehabilitation
17782,RO,Read Only
17783,RRT,Respiratory
17784,MD,Not Specified
17785,CRT,Not Specified
17786,RO,Read Only
17787,SRT,Not Specified
17788,MD,Resident/Fellow/PA/NP
17789,SW,Social Worker
17790,RN,RN
17791,RO,Read Only
17792,MD,Not Specified
17793,MD,Not Specified
17794,MD,Not Specified
17795,RO,Read Only
17796,MD,Not Specified
17797,CM,Case Manager
17798,Rehab,Rehabilitation
17799,RN,RN
17800,Res,Resident/Fellow/PA/NP
17801,RO,Read Only
17802,MDs,Resident/Fellow/PA/NP
17803,Res,Resident/Fellow/PA/NP
17804,MD,Not Specified
17805,LPN,Not Specified
17806,RN,RN
17807,RN,RN
17808,RO,Read Only
17809,PCA,Not Specified
17810,RO,Read Only
17811,RO,Read Only
17812,RO,Read Only
17813,DI,Not Specified
17814,OTR/L,Rehabilitation
